#	Address	Found address	Long	Lat
30	Ленинградский проспект, д.36, стр.51	Ленинградский проспект, 36с59	37.565802	55.786445
31	Ленинградский проспект, д.36, стр.60	Ленинградский проспект, 36с59	37.565802	55.786445
32	Ленинградский проспект, д.39, стр.42	Ленинградский проспект, 39с42	37.542078	55.795246
33	Ленинградский проспект, д.54Г	Ленинградский проспект, 54/1	37.539509	55.797883
34	Ленинградский проспект, д.60, стр.4	Ленинградский проспект, 60с4	37.535664	55.799436
35	Ленинградский проспект, д.62, стр.2	Ленинградский проспект, 62с1	37.53464	55.799892
36	Ленинградский проспект, вл.62, стр.24	Ленинградский проспект, 62с26	37.533131	55.8006
37	Ленинградский проспект, д.68А, стр.1	Ленинградский проспект, 68Ас1	37.524246	55.803236
38	Ленинградский проспект, д.73	Ленинградский проспект, 73	37.514374	55.80442
39	Ленинградский проспект, д.73, стр.2	Ленинградский проспект, 73	37.514374	55.80442
40	Ленинградский проспект, д.73, стр.3	Ленинградский проспект, 73	37.514374	55.80442
41	Ленинградский проспект, д.74, корп.1, стр.Б	Ленинградский проспект, 74к1	37.516952	55.805133
42	Ленинградский проспект, д.74, корп.1, стр.6	Ленинградский проспект, 74к1с2	37.515137	55.805629
43	Ленинградский проспект, д.74, корп. 1, стр.7	Ленинградский проспект, 74к1с2	37.515137	55.805629
44	Ленинградский проспект, д.74, корп.1, стр.8	Ленинградский проспект, 74к1с2	37.515137	55.805629
45	Ленинградское шоссе, д.106, стр. 1	Ленинградское шоссе, 106	37.468389	55.859231
46	площадь Ганецкого, д.3	площадь Ганецкого, 1	37.500531	55.820162
47	улица Зои и Александра Космодемьянских, д.1, стр.1	улица Зои и Александра Космодемьянских, 3к1	37.504322	55.821386
48	Волоколамское шоссе, д.15, стр.1	Волоколамское шоссе, 15/22	37.493228	55.808776
49	Локомотивный проезд, д.6, стр.1	Локомотивный проезд, 6с1	37.574408	55.845602
50	Локомотивный проезд, д.8, стр.2	Локомотивный проезд, 8с2	37.573914	55.846972
51	улица Адмирала Макарова, д.45, стр.3	улица Адмирала Макарова, 45	37.485682	55.839011
52	улица Часовая, д.9, стр. 3	Часовая улица, 9	37.531711	55.807835
53	улица Костромская, д.19А	Костромская улица, 19Ж	37.60125	55.884009
54	улица Костромская, д.19Г	Костромская улица, 19Ж	37.60125	55.884009
55	улица Костромская, д.19Ж	Костромская улица, 19Ж	37.60125	55.884009
56	улица Пришвина, д.26А	улица Пришвина, 26	37.60372	55.884721
57	проспект Мира, д.93, стр. 3	проспект Мира, 93	37.636365	55.807056
58	проспект Мира, д.93, стр. 4	проспект Мира, 93	37.636365	55.807056
59	проспект Мира, д.95Б	проспект Мира, 95с1	37.635853	55.808002
60	проспект Мира, д.112Б	проспект Мира, 112Б	37.637793	55.80782
61	площадь Савеловского вокзала, д.2, стр.12	площадь Савёловского Вокзала, 2с10	37.58764	55.794578
62	улица Енисейская, д.19Д	Енисейская улица, 19	37.662515	55.868688
63	улица Менжинского, д.32Ж	улица Менжинского, 32	37.666719	55.869577
64	9-я Парковая улица, д.53А, стр.1	9-я Парковая улица, 53	37.797559	55.807203
65	9-я Парковая улица, д.72/56, стр.9	9-я Парковая улица, 72/56	37.799481	55.809788
66	9-я Парковая улица, д.70, стр.3	9-я Парковая улица, 70к2	37.800083	55.80913
67	9-я Парковая улица, д.68, стр.9	9-я Парковая улица, 68к1	37.799248	55.808609
68	9-я Парковая улица, д.66, стр.6	9-я Парковая улица, 66с6	37.798978	55.807112
69	улица Измайловский Вал, д.2А	улица Измайловский Вал, 2А	37.718561	55.784106
70	улица Измайловский Вал, д.2А, стр.1	улица Измайловский Вал, вл2Ас1	37.718606	55.783575
71	улица Измайловский Вал, д.6, стр.1	улица Измайловский Вал, вл6с1	37.718336	55.784663
72	улица Красный Казанец, д.6, стр.6	улица Красный Казанец, 6с4	37.801799	55.721645
73	шоссе Энтузиастов, вл.13/16	шоссе Энтузиастов, 11с2	37.714617	55.75206
74	улица Ферганская, д.15, стр.1	Ферганская улица, 15к1	37.814681	55.707243
75	улица Маршала Чуйкова, д.1, стр.1	улица Маршала Чуйкова, 3	37.765148	55.704134
76	улица Юных Ленинцев, д.55А, стр.1	улица Юных Ленинцев, 55Ас1	37.759174	55.701257
77	улица Люблинская, д.169, к.3	Люблинская улица, 169к2	37.744962	55.648819
78	Балаклавский проспект, д.7, стр.2	Балаклавский проспект, 7с2	37.604223	55.640396
79	улица Кировоградская, д.9, стр.2А	Кировоградская улица, 9к2	37.611329	55.623153
80	улица Красного Маяка, д.1А	улица Красного Маяка, 1А	37.601789	55.61119
81	проспект 60-летия Октября, д.31/18, корп.1, стр.6	проспект 60-летия Октября, 31/18к1	37.575352	55.688593
82	проспект 60-летия Октября, д.31/18, корп.1, стр.2	проспект 60-летия Октября, 31/18к1	37.575352	55.688593
83	проспект 60-летия Октября, д.31/18, корп.1, стр.1	проспект 60-летия Октября, 31/18к1	37.575352	55.688593
84	улица Дмитрия Ульянова, д.24, стр.3	улица Дмитрия Ульянова, 24с1	37.574974	55.686726
85	улица Дмитрия Ульянова, д.24, стр.2	улица Дмитрия Ульянова, 24с1	37.574974	55.686726
86	улица Дмитрия Ульянова, д.24, стр.1	улица Дмитрия Ульянова, 24с1	37.574974	55.686726
87	улица Профсоюзная, д.2/22, стр.1	Профсоюзная улица, 2/22	37.572378	55.687477
88	улица Профсоюзная, д.4, стр.1	Профсоюзная улица, 4	37.571857	55.68704
89	Ленинский проспект, вл.70-72	Ленинский проспект, 70/11	37.543264	55.687406
90	Ломоносовский проспект, д.15В, стр.1	Ломоносовский проспект, 15	37.540668	55.688862
91	улица Нижние Мневники, д.37	улица Нижние Мнёвники, 37А	37.45531	55.752404
92	улица Нижние Мневники, д.37, стр.2	улица Нижние Мнёвники, 37А	37.45531	55.752404
93	улица Нижние Мневники, д.37, стр.3	улица Нижние Мнёвники, 37А	37.45531	55.752404
94	улица Нижние Мневники, д.37, стр.4	улица Нижние Мнёвники, 37А	37.45531	55.752404
95	улица Маршала Бирюзова, д.10, к.1, стр.1	улица Маршала Бирюзова, 10к1с1	37.49488	55.792964
96	улица Маршала Бирюзова, д.13, стр.2	улица Маршала Бирюзова, 13с1	37.495078	55.791612
97	улица Маршала Бирюзова, вл.14, стр.1	улица Маршала Бирюзова, 14с1	37.49241	55.794244
98	улица Маршала Бирюзова, д.17, стр.1	улица Маршала Бирюзова, 17с1	37.492114	55.794047
99	улица Народного ополчения, д.45, стр.1	улица Народного Ополчения, 45с1	37.492212	55.793075
100	бульвар Яна Райниса, д.1, стр.1	бульвар Яна Райниса, 1с1	37.43861	55.850414
101	улица Новокрюковская, д.5	Новокрюковская улица, 3	37.154158	55.991606
